MALICIOUS,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_AGE_DAYS,WHOIS_UPDATED_DAYS,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES
0,34,9,UTF-8,Apache/2.4.12 (Ubuntu),None,None,8400,1141,3,3,1,366,3,4,244,366,3,0.0
0,34,9,ISO-8859-1,HTTPDaemon,US,WA,8430,1121,4,3,2,432,4,5,310,432,4,0.0
0,34,8,utf-8,Apache/2.2.31 (Amazon),None,None,5419,1186,17,1,2,1661,23,26,10015,2167,23,6.0
0,34,7,UTF-8,GSE,US,CA,6878,1066,42,0,3,4895,46,45,39544,5241,46,4.0
0,34,6,utf-8,None,US,CA,8499,1596,34,25,9,3787,42,42,33677,4365,42,8.0
0,34,9,ISO-8859-1,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,US,California,5247,863,21,0,5,2292,23,24,16147,2450,23,2.0
0,34,6,ISO-8859-1,Apache,US,CA,8074,828,24,20,2,4372,31,33,13095,4808,31,6.0
0,34,8,ISO-8859-1,nginx,US,CA,5258,994,7,0,2,716,11,10,1979,1030,11,4.0
0,34,7,ISO-8859-1,nginx,US,New York,7100,2563,23,3,11,2042,29,29,7939,2520,29,6.0
0,34,7,utf-8,MediaFire,US,Texas,6048,1149,0,0,0,0,0,0,0,0,0,0.0
0,34,7,ISO-8859-1,Apache,US,CA,8074,828,0,0,0,0,0,0,0,0,0,0.0
0,34,6,us-ascii,Microsoft-IIS/7.5,US,Arizona,5674,931,0,0,0,0,0,0,0,0,0,0.0
1,35,9,ISO-8859-1,Apache,None,None,3539,995,39,0,3,3240,45,45,35301,3722,45,6.0
1,35,9,ISO-8859-1,Apache,None,None,3539,995,39,0,2,3240,45,45,35301,3722,45,6.0
1,35,11,UTF-8,Apache,CA,ON,3942,995,18,0,2,2102,20,21,20976,2252,20,2.0
1,35,8,ISO-8859-1,cloudflare-nginx,ru,Krasnoyarsk,3204,763,15,1,2,1850,21,23,2970,2302,21,6.0
0,35,9,ISO-8859-1,DOSarrest,KY,GRAND CAYMAN,8332,697,0,0,0,0,0,0,0,0,0,0.0
0,35,8,UTF-8,mw2232.codfw.wmnet,US,CA,6712,1266,0,0,0,0,0,0,0,0,0,0.0
0,35,8,utf-8,nginx/1.10.1 + Phusion Passenger 5.0.30,US,California,8865,831,0,0,0,0,0,0,0,0,0,0.0
0,35,6,us-ascii,Microsoft-IIS/7.5,None,None,1897,800,22,15,8,1527,24,25,1928,1699,24,2.0
0,35,8,UTF-8,Server,US,WA,8430,1121,21,1,4,2435,25,25,39924,2715,25,4.0
0,35,9,us-ascii,Microsoft-HTTPAPI/2.0,US,CA,7526,806,49,10,6,2961,53,61,38255,3261,53,4.0
0,35,9,utf-8,nginx,[u'GB'; u'UK'],UK,6280,814,4,3,2,420,4,4,244,420,4,0.0
0,35,7,utf-8,nginx,US,NY,8835,819,3,3,1,366,3,4,244,366,3,0.0
0,35,9,UTF-8,Apache,US,Arizona,3219,767,4,3,2,432,4,6,372,432,4,0.0
0,35,10,utf-8,ATS,US,CA,8899,1374,10,9,4,756,10,12,861,756,10,0.0
0,35,7,UTF-8,Sucuri/Cloudproxy,CA,ON,3605,1058,8,6,6,696,8,5,306,696,8,0.0
0,35,8,UTF-8,Server,US,WA,8430,1121,21,12,12,1446,21,24,1788,1446,21,0.0
0,35,7,iso-8859-1,Apache/2.4.23 (Unix),GB,None,6581,854,5,4,3,474,5,6,364,474,5,0.0
0,35,6,us-ascii,Microsoft-HTTPAPI/2.0,US,PA,5451,2384,23,8,5,3087,29,27,19078,3535,29,6.0
0,35,7,UTF-8,GSE,US,CA,6878,1066,45,3,7,3507,49,46,42286,3857,49,4.0
0,35,8,UTF-8,Server,US,WA,8430,1121,37,0,3,3263,43,42,52720,3697,43,6.0
0,35,9,UTF-8,cloudflare-nginx,None,None,5536,1482,12,2,6,1258,16,17,1862,1542,16,4.0
0,35,9,ISO-8859-1,None,US,CA,8098,913,44,40,6,6945,56,51,26115,7849,56,12.0
0,35,7,UTF-8,GSE,US,CA,6878,1066,41,6,4,4769,45,42,69898,5119,45,4.0
0,35,8,ISO-8859-1,Apache,AT,Austria,5624,1210,32,5,8,2965,36,39,37146,3279,36,4.0
0,35,7,utf-8,Apache,US,NY,8570,962,0,0,0,0,0,0,0,0,0,0.0
0,35,8,UTF-8,Server,US,WA,8430,1121,27,1,5,2771,31,33,36261,3051,31,4.0
0,35,7,iso-8859-1,Apache,None,None,6806,1197,16,9,8,1275,18,23,2306,1423,18,2.0
0,35,6,utf-8,None,US,CA,8499,1596,0,0,0,0,0,0,0,0,0,0.0
0,35,8,ISO-8859-1,Apache,AT,Austria,5624,1210,0,0,0,0,0,0,0,0,0,0.0
1,36,8,ISO-8859-1,cloudflare-nginx,ru,Krasnoyarsk,3204,763,6,0,4,372,8,10,703,520,8,2.0
0,36,8,ISO-8859-1,nginx,US,CA,5258,994,0,0,0,0,0,0,0,0,0,0.0
0,36,8,us-ascii,Microsoft-HTTPAPI/2.0,None,None,5692,964,0,0,0,0,0,0,0,0,0,0.0
0,36,7,ISO-8859-1,nginx/1.12.0,US,Kansas,7573,968,0,0,0,0,0,0,0,0,0,0.0
0,36,6,ISO-8859-1,nginx/1.12.0,US,CA,4769,788,0,0,0,0,0,0,0,0,0,0.0
0,36,7,us-ascii,Microsoft-HTTPAPI/2.0,US,DE,4977,770,0,0,0,0,0,0,0,0,0,0.0
0,36,7,ISO-8859-1,None,US,CA,8098,913,0,0,0,0,0,0,0,0,0,0.0
0,36,8,ISO-8859-1,nginx,CN,shandong,5774,949,18,2,8,1432,20,27,2113,1572,20,2.0
0,36,8,UTF-8,Apache,JP,Osaka,3974,1357,14,10,6,1096,16,19,1294,1246,16,2.0
0,36,7,UTF-8,nginx,US,CA,7028,546,3,3,1,366,3,4,244,366,3,0.0
0,36,8,ISO-8859-1,nginx/0.7.65,None,None,8317,1016,2,2,1,276,2,3,184,276,2,0.0
0,36,8,UTF-8,mw2260.codfw.wmnet,US,CA,6712,1266,5,3,3,498,5,7,438,498,5,0.0
0,36,8,ISO-8859-1,Apache/2.2.32,US,PA,6355,2699,5,3,2,474,5,5,306,474,5,0.0
0,36,8,us-ascii,cloudflare-nginx,None,None,4985,1516,18,2,6,1706,22,19,2165,1994,22,4.0
0,36,7,utf-8,Apache,US,CA,4805,819,61,7,6,6100,65,79,123896,6388,65,4.0
0,36,8,UTF-8,mw2239.codfw.wmnet,US,CA,6712,1266,85,73,9,7506,91,96,107416,7962,91,6.0
0,36,7,us-ascii,Microsoft-HTTPAPI/2.0,None,None,6900,1022,8,0,2,784,10,11,16959,958,10,2.0
0,36,8,utf-8,DPS/1.1.8,None,None,1247,887,22,8,4,2680,28,19,7746,3172,28,6.0
0,36,6,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,None,None,4310,794,3,0,1,466,5,6,668,640,5,2.0
0,36,7,ISO-8859-1,cloudflare-nginx,US,CA,4013,1625,14,7,5,1060,16,18,5214,1234,16,2.0
0,36,7,iso-8859-1,Apache/2.0.52 (Red Hat),US,TX,7624,1110,12,0,4,1331,16,13,4860,1631,16,4.0
0,36,7,iso-8859-1,Apache/2.2.22,None,None,6480,884,7,0,2,730,9,11,1284,870,9,2.0
0,36,7,UTF-8,Apache,US,AZ,7094,1615,17,0,4,2319,21,21,14373,2615,21,4.0
0,36,8,ISO-8859-1,Apache/2.2.25 (Unix) mod_ssl/2.2.25 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,None,None,4148,1139,0,0,0,0,0,0,0,0,0,0.0
0,36,8,UTF-8,Apache,UK,UK,8494,1220,0,0,0,0,0,0,0,0,0,0.0
0,36,7,UTF-8,GSE,US,CA,6878,1066,0,0,0,0,0,0,0,0,0,0.0
1,37,10,UTF-8,Apache,CZ,PRAHA,4708,697,49,0,1,3505,51,53,66214,3657,51,2.0
1,37,9,windows-1251,Apache/1.3.31 (Unix) PHP/4.3.9 mod_perl/1.29 rus/PL30.20,US,LA,5277,1235,2,0,2,128,4,5,407,276,4,2.0
1,37,9,ISO-8859-1,nginx,CN,beijingshi,3558,764,1,0,1,66,3,4,404,206,3,2.0
1,37,11,ISO-8859-1,Apache,None,None,7720,927,44,2,10,5009,50,50,40316,5511,50,6.0
1,37,10,ISO-8859-1,nginx,CN,liaoningsheng,1145,1023,12,0,2,1961,16,14,2991,2245,16,4.0
0,37,7,utf-8,Apache/2.2.29 (Amazon),CA,British Columbia,5524,1194,0,0,0,0,0,0,0,0,0,0.0
0,37,7,ISO-8859-1,Apache/2.2.13 (Unix) mod_ssl/2.2.13 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 PHP/5.2.10,US,California,3400,766,0,0,0,0,0,0,0,0,0,0.0
0,37,7,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,US,Missouri,4189,794,0,0,0,0,0,0,0,0,0,0.0
0,37,9,ISO-8859-1,Apache,AT,Austria,5624,1210,0,0,0,0,0,0,0,0,0,0.0
0,37,10,utf-8,Apache,US,California,4846,859,0,0,0,0,0,0,0,0,0,0.0
0,37,8,us-ascii,Microsoft-HTTPAPI/2.0,US,North Carolina,6964,1454,0,0,0,0,0,0,0,0,0,0.0
0,37,9,utf-8,nginx/1.1.19,US,CA,8296,1359,0,0,0,0,0,0,0,0,0,0.0
0,37,8,utf-8,cloudflare-nginx,US,California,7169,2018,0,0,0,0,0,0,0,0,0,0.0
0,37,9,utf-8,Apache/2.2.22 (Ubuntu),US,California,4620,937,23,5,8,1674,23,11,696,1674,23,0.0
0,37,9,utf-8,nginx,[u'GB'; u'UK'],UK,6280,814,11,10,7,834,11,14,882,834,11,0.0
0,37,7,ISO-8859-1,ATS/5.3.0,US,MA,6672,857,6,5,2,540,6,8,535,540,6,0.0
0,37,8,ISO-8859-1,None,US,CA,8098,913,4,2,2,408,4,5,328,408,4,0.0
0,37,8,UTF-8,Apache,US,CA,7873,1357,8,5,5,648,8,11,739,648,8,0.0
0,37,8,ISO-8859-1,Apache/2.2.3 (Red Hat),None,None,6801,948,6,4,3,540,6,6,474,540,6,0.0
0,37,7,UTF-8,openresty,US,NY,4681,770,4,0,3,268,6,6,557,444,6,2.0
0,37,7,utf-8,None,US,CA,8499,1596,27,23,1,3355,33,35,31623,3781,33,6.0
0,37,8,UTF-8,nginx,US,Arizona,6617,772,44,0,4,3767,48,48,129181,4079,48,4.0
0,37,8,ISO-8859-1,nginx,US,OH,9519,1240,16,1,6,1607,22,18,1690,2055,22,6.0
0,37,9,UTF-8,nginx,PH,Manila,3025,832,15,6,7,1283,17,15,2201,1425,17,2.0
0,37,9,ISO-8859-1,None,US,CA,7159,1036,21,0,4,1643,23,31,21144,1797,23,2.0
0,37,8,utf-8,nginx/1.4.3,US,NY,8510,1647,68,6,7,5207,70,88,247488,5345,70,2.0
0,37,9,utf-8,ATS,US,CA,8899,1374,18,5,10,2248,26,28,3605,2890,26,8.0
0,37,8,utf-8,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 PHP/5.4.35,US,Arizona,7046,1202,0,0,0,0,0,0,0,0,0,0.0
0,37,8,ISO-8859-1,None,US,CA,6318,848,0,0,0,0,0,0,0,0,0,0.0
0,37,7,UTF-8,GSE,US,CA,6878,1066,0,0,0,0,0,0,0,0,0,0.0
1,38,10,iso-8859-1,Apache/2,CA,ON,3546,1086,14,4,6,888,14,5,316,888,14,0.0
1,38,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,US,Utah,6946,1101,15,0,2,2342,21,15,7249,2806,21,6.0
1,38,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,US,Utah,6946,1101,19,1,3,2594,25,25,7997,3058,25,6.0
1,38,10,iso-8859-1,nginx/1.8.0,None,None,5065,1077,7,0,2,734,9,9,1097,880,9,2.0
0,38,9,ISO-8859-1,Apache/2.2.14 (Unix) mod_ssl/2.2.14 OpenSSL/0.9.8e-fips-rhel5,US,MA,7155,1005,0,0,0,0,0,0,0,0,0,0.0
0,38,8,ISO-8859-1,None,US,CA,6318,848,0,0,0,0,0,0,0,0,0,0.0
0,38,8,ISO-8859-1,Apache/1.3.39 (Unix) PHP/5.2.5 mod_auth_passthrough/1.8 mod_bwlimited/1.4 mod_log_bytes/1.2 mod_gzip/1.3.26.1a FrontPage/5.0.2.2635 DAV/1.0.3 mod_ssl/2.8.30 OpenSSL/0.9.7a,None,None,4843,1190,18,0,1,1458,20,20,19623,1616,20,2.0
0,38,8,UTF-8,cloudflare-nginx,US,New York,4194,1116,0,0,0,0,0,0,0,0,0,0.0
0,38,8,utf-8,nginx,[u'GB'; u'UK'],UK,6280,814,0,0,0,0,0,0,0,0,0,0.0
0,38,9,utf-8,Apache,US,MO,8411,949,19,0,3,1851,23,23,15551,2143,23,4.0
0,38,10,UTF-8,Apache,UK,None,8809,928,0,0,0,0,0,0,0,0,0,0.0
0,38,9,ISO-8859-1,Apache,US,CA,6975,1514,0,0,0,0,0,0,0,0,0,0.0
0,38,8,utf-8,None,US,CA,8054,791,0,0,0,0,0,0,0,0,0,0.0
0,38,9,utf-8,nginx/1.1.19,US,CA,8296,1359,0,0,0,0,0,0,0,0,0,0.0
0,38,8,iso-8859-1,Apache/2,US,CA,8284,851,0,0,0,0,0,0,0,0,0,0.0
0,38,7,us-ascii,Microsoft-HTTPAPI/2.0,US,NJ,9738,1125,0,0,0,0,0,0,0,0,0,0.0
0,38,9,UTF-8,GSE,US,CA,6878,1066,0,0,0,0,0,0,0,0,0,0.0
0,38,8,ISO-8859-1,None,US,CA,6318,848,39,25,11,5509,47,45,25776,6115,47,8.0
0,38,7,ISO-8859-1,None,None,None,6527,1829,7,7,3,618,7,9,562,618,7,0.0
0,38,8,UTF-8,Apache,US,MI,2878,1065,13,13,9,1002,13,16,1012,1002,13,0.0
0,38,7,UTF-8,Apache,US,NY,6461,847,4,3,2,432,4,4,244,432,4,0.0
0,38,6,us-ascii,Microsoft-HTTPAPI/2.0,None,None,5869,1647,6,6,3,540,6,8,539,540,6,0.0
0,38,8,UTF-8,Server,US,NJ,8419,912,3,2,2,330,3,5,306,330,3,0.0
0,38,7,UTF-8,None,AU,NSW,6310,913,8,0,3,786,12,9,968,1106,12,4.0
0,38,9,utf-8,ATS,US,CA,8899,1374,46,17,7,5306,54,42,39325,5906,54,8.0
0,38,8,ISO-8859-1,None,None,None,7124,2090,35,8,14,3072,41,31,9718,3506,41,6.0
0,38,8,us-ascii,Microsoft-HTTPAPI/2.0,US,UT,8040,768,23,7,7,1967,29,24,6542,2417,29,6.0
0,38,7,us-ascii,Microsoft-HTTPAPI/2.0,AU,NSW,4041,1004,13,7,7,1068,15,13,1006,1216,15,2.0
0,38,6,utf-8,Apache,BE,None,4349,665,23,5,9,2823,27,21,15940,3153,27,4.0
0,38,6,UTF-8,SSWS,US,FL,2826,822,58,40,3,8165,66,77,54909,8787,66,8.0
0,38,8,UTF-8,Apache,US,CA,7873,1357,23,12,8,3099,27,28,7395,3439,27,4.0
0,38,10,utf-8,Microsoft-IIS/8.0,NO,None,5601,883,16,0,5,1927,20,20,8052,2219,20,4.0
0,38,8,utf-8,Apache/2.4.18 (Ubuntu),US,FL,7408,893,16,0,3,1879,22,20,8768,2307,22,6.0
0,38,9,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16 mod_apreq2-20090110/2.8.0 mod_perl/2.0.10 Perl/v5.24.1,US,FL,7033,1095,35,30,2,4047,41,53,54041,4497,41,6.0
0,38,7,ISO-8859-1,Apache/2.2.13 (Unix) mod_ssl/2.2.13 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 PHP/5.2.10,US,California,3400,766,20,0,3,1578,24,24,20606,1890,24,4.0
0,38,7,UTF-8,GSE,US,CA,6878,1066,42,20,4,4268,50,40,40666,4998,50,8.0
0,38,8,utf-8,cloudflare-nginx,US,CA,8715,977,0,0,0,0,0,0,0,0,0,0.0
0,38,7,UTF-8,GSE,US,CA,6878,1066,44,0,4,5064,50,42,35677,5586,50,6.0
0,38,9,iso-8859-1,Apache/2.2.20 (Unix),US,CA,6140,1402,0,0,0,0,0,0,0,0,0,0.0
0,38,7,UTF-8,GSE,US,CA,6878,1066,0,0,0,0,0,0,0,0,0,0.0
0,38,9,us-ascii,cloudflare-nginx,US,Arizona,4985,1516,0,0,0,0,0,0,0,0,0,0.0
1,39,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,US,Utah,6946,1101,20,0,2,2976,26,23,7783,3440,26,6.0
1,39,10,iso-8859-1,nginx/1.8.0,None,None,5065,1077,8,0,1,809,12,11,1321,1101,12,4.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,7,UTF-8,Apache/2.2.15 (CentOS),AU,New South Wales,3590,637,0,0,0,0,0,0,0,0,0,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,9,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,9,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,9,utf-8,nginx/1.11.3,None,None,4527,1022,0,0,0,0,0,0,0,0,0,0.0
0,39,9,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,9,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,8,iso-8859-1,Apache,US,WV,4605,951,0,0,0,0,0,0,0,0,0,0.0
0,39,9,UTF-8,nginx,US,Arizona,6848,1504,0,0,0,0,0,0,0,0,0,0.0
0,39,8,utf-8,nginx/1.11.2,US,FL,8660,907,0,0,0,0,0,0,0,0,0,0.0
0,39,8,iso-8859-1,HTTPDaemon,US,WA,8430,1121,0,0,0,0,0,0,0,0,0,0.0
0,39,7,UTF-8,GSE,US,CA,6878,1066,0,0,0,0,0,0,0,0,0,0.0
0,39,8,UTF-8,Apache/2.4.18 (Ubuntu),TR,None,6833,987,0,0,0,0,0,0,0,0,0,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,6,utf-8,None,US,CA,8499,1596,30,26,1,3521,36,37,33021,3947,36,6.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,7,utf-8,Apache,US,CO,4851,1381,0,0,0,0,0,0,0,0,0,0.0
0,39,8,utf-8,nginx,US,Oregon,6848,1018,0,0,0,0,0,0,0,0,0,0.0
0,39,8,UTF-8,GSE,US,CA,6878,1066,0,0,0,0,0,0,0,0,0,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,7,UTF-8,Apache,US,NY,6080,2051,0,0,0,0,0,0,0,0,0,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,61,52,4,7271,71,68,60586,8017,71,10.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,10,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,8,UTF-8,nginx,FR,None,8452,1130,8,0,2,1059,12,11,1506,1361,12,4.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,16,7,3,2241,22,20,6701,2683,22,6.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,64,48,8,6413,72,68,58285,7005,72,8.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,2,2,1,276,2,4,244,276,2,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,16,6,4,1224,16,4,244,1224,16,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,34,24,7,5528,34,22,7472,5528,34,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,6,2,3,492,6,3,184,492,6,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,5,3,2,498,5,7,438,498,5,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,22,9,10,1524,22,11,702,1524,22,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,2,2,1,276,2,4,246,276,2,0.0
0,39,9,utf-8,ATS,US,CA,8899,1374,3,3,1,366,3,5,306,366,3,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,18,7,11,1308,18,16,1030,1308,18,0.0
0,39,9,ISO-8859-1,AmazonS3,None,None,5129,776,10,4,5,816,10,7,436,816,10,0.0
0,39,9,ISO-8859-1,nginx,US,Ohio,5416,821,8,4,6,684,8,12,762,684,8,0.0
0,39,10,utf-8,cloudflare-nginx,US,Arizona,3519,1501,12,5,5,912,12,4,244,912,12,0.0
0,39,7,iso-8859-1,Apache,CA,ON,8221,1205,11,5,5,894,11,10,634,894,11,0.0
0,39,9,utf-8,YouTubeFrontEnd,US,CA,5218,867,9,8,6,714,9,11,788,714,9,0.0
0,39,9,utf-8,YouTubeFrontEnd,US,CA,5218,867,25,11,4,3771,33,32,11756,4385,33,8.0
0,39,8,ISO-8859-1,Apache,AT,Austria,5624,1210,10,2,7,927,14,20,2926,1241,14,4.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,23,6,10,2679,29,26,7080,3121,29,6.0
0,39,7,ISO-8859-1,cloudflare-nginx,None,None,3399,1151,28,6,13,2721,30,29,15626,2879,30,2.0
0,39,9,utf-8,YouTubeFrontEnd,US,CA,5218,867,63,54,5,6884,73,70,57005,7630,73,10.0
0,39,7,utf-8,Apache/2.2.15 (CentOS),KY,GRAND CAYMAN,5759,823,9,0,1,865,11,12,19264,1045,11,2.0
0,39,9,ISO-8859-1,nginx,US,Ohio,5416,821,40,11,12,6028,46,46,20061,6502,46,6.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,44,36,6,5129,52,68,59068,5721,52,8.0
0,39,9,ISO-8859-1,None,US,CA,6318,848,38,33,1,6419,48,47,29141,7171,48,10.0
0,39,6,ISO-8859-1,nginx/1.10.0 (Ubuntu),LV,RIX,3238,1045,71,67,7,7582,79,73,82537,8282,79,8.0
0,39,8,us-ascii,Microsoft-HTTPAPI/2.0,TR,TR,3867,1183,12,6,9,1063,14,16,1287,1213,14,2.0
0,39,8,ISO-8859-1,nginx/1.8.1,US,nj,5820,1012,24,13,8,2750,30,32,9290,3190,30,6.0
0,39,9,us-ascii,cloudflare-nginx,US,Arizona,4985,1516,23,17,8,1970,27,26,2183,2262,27,4.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,69,60,5,8450,81,80,68036,9350,81,12.0
0,39,9,utf-8,YouTubeFrontEnd,US,CA,5218,867,64,56,5,7076,74,71,63630,7822,74,10.0
0,39,10,UTF-8,Apache/2.2.22 (Debian),US,Arizona,4110,767,13,3,7,1313,17,18,1612,1605,17,4.0
0,39,9,utf-8,YouTubeFrontEnd,US,CA,5218,867,62,50,5,6269,70,65,54988,6861,70,8.0
0,39,10,utf-8,YouTubeFrontEnd,US,CA,5218,867,57,49,5,5951,65,64,56509,6543,65,8.0
0,39,9,ISO-8859-1,nginx/1.11.10,US,GA,9382,835,35,0,2,3234,38,38,129083,3384,38,2.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,60,51,4,6503,69,66,58109,7095,69,8.0
0,39,9,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,8,ISO-8859-1,Squeegit/1.2.5 (3_sir),US,MA,9010,913,0,0,0,0,0,0,0,0,0,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,66,56,7,8252,78,77,61807,9152,78,12.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,9,UTF-8,Apache,PA,Panama,1054,1054,0,0,0,0,0,0,0,0,0,0.0
0,39,8,UTF-8,Apache/2,PA,Panama,3592,772,0,0,0,0,0,0,0,0,0,0.0
0,39,7,UTF-8,Virtuoso/07.20.3217 (Linux) i686-generic-linux-glibc212-64  VDB,DE,None,4260,637,0,0,0,0,0,0,0,0,0,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,9,ISO-8859-1,nginx/1.12.0,CA,SK,4972,955,0,0,0,0,0,0,0,0,0,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
0,39,8,utf-8,YouTubeFrontEnd,US,CA,5218,867,0,0,0,0,0,0,0,0,0,0.0
1,40,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,US,Utah,6946,1101,19,0,2,2610,25,22,7715,3074,25,6.0
0,40,9,UTF-8,Apache-Coyote/1.1,US,ca,7322,1067,0,0,0,0,0,0,0,0,0,0.0
0,40,9,UTF-8,mw2239.codfw.wmnet,US,CA,6712,1266,0,0,0,0,0,0,0,0,0,0.0
0,40,7,UTF-8,GSE,US,CA,6878,1066,0,0,0,0,0,0,0,0,0,0.0
0,40,10,utf-8,Yippee-Ki-Yay,US,Arizona,6468,2298,0,0,0,0,0,0,0,0,0,0.0
0,40,7,UTF-8,Apache,US,CA,6672,698,0,0,0,0,0,0,0,0,0,0.0
0,40,7,UTF-8,GSE,US,CA,6878,1066,0,0,0,0,0,0,0,0,0,0.0
0,40,9,UTF-8,Apache,US,CA,5223,1177,8,0,2,1016,12,14,1612,1324,12,4.0
0,40,7,utf-8,None,CA,ON,6121,1241,0,0,0,0,0,0,0,0,0,0.0
0,40,9,utf-8,cloudflare-nginx,US,CO,8280,977,0,0,0,0,0,0,0,0,0,0.0
0,40,8,iso-8859-1,cloudflare-nginx,ES,Alicante,4773,798,0,0,0,0,0,0,0,0,0,0.0
0,40,9,ISO-8859-1,Apache,AU,Queensland,4818,800,0,0,0,0,0,0,0,0,0,0.0
0,40,12,UTF-8,Apache,US,CA,7528,2240,0,0,0,0,0,0,0,0,0,0.0
0,40,11,utf-8,nginx,US,NY,8835,819,0,0,0,0,0,0,0,0,0,0.0
0,40,10,UTF-8,mw2165.codfw.wmnet,US,CA,6712,1266,7,4,3,630,7,5,310,630,7,0.0
